0, 24, 0.369925, 0.218432
1, 52, 0.739293, 0.337223
2, 88, 0.759152, 0.411175
3, 0, 0.759152, 0.465515
4, 0, 0.759152, 0.455879
5, 0, 0.759152, 0.473913
6, 0, 0.759152, 0.509959
7, 0, 0.759152, 0.488722
8, 61, 0.764023, 0.539749
9, 80, 0.767570, 0.529723
10, 1, 0.770914, 0.505382
11, 0, 0.770914, 0.480544
12, 48, 0.786388, 0.515178
13, 0, 0.786388, 0.530544
14, 0, 0.786388, 0.514091
15, 0, 0.786388, 0.488244
16, 0, 0.786388, 0.502824
17, 0, 0.786388, 0.472944
18, 9, 0.787675, 0.485988
19, 0, 0.787675, 0.468605
20, 0, 0.787675, 0.508110
21, 0, 0.787675, 0.465830
22, 0, 0.787675, 0.515270
23, 0, 0.787675, 0.453903
24, 0, 0.787675, 0.450738
25, 0, 0.787675, 0.436473
26, 0, 0.787675, 0.430538
27, 0, 0.787675, 0.415257
28, 0, 0.787675, 0.427385
29, 41, 0.791199, 0.505350
30, 66, 0.792993, 0.479090
31, 82, 0.793138, 0.495436
32, 0, 0.793138, 0.459494
33, 0, 0.793138, 0.460214
34, 0, 0.793138, 0.458040
35, 0, 0.793138, 0.467312
36, 0, 0.793138, 0.429321
37, 51, 0.793396, 0.425418
38, 0, 0.793396, 0.420202
39, 0, 0.793396, 0.484999
40, 0, 0.793396, 0.466484
41, 0, 0.793396, 0.424052
42, 0, 0.793396, 0.402602
43, 0, 0.793396, 0.402518
44, 0, 0.793396, 0.402236
45, 0, 0.793396, 0.396232
46, 0, 0.793396, 0.401522
47, 0, 0.793396, 0.394475
48, 0, 0.793396, 0.388774
49, 0, 0.793396, 0.390344
50, 0, 0.793396, 0.390700
