0, 67, 0.393675, 0.213311
1, 7, 0.595870, 0.298550
2, 54, 0.613957, 0.305477
3, 13, 0.621034, 0.326210
4, 74, 0.628479, 0.369766
5, 35, 0.641159, 0.373666
6, 26, 0.638047, 0.388040
7, 82, 0.633794, 0.352094
8, 24, 0.656356, 0.406059
9, 42, 0.656126, 0.386022
10, 59, 0.646847, 0.404153
11, 4, 0.654645, 0.423500
12, 64, 0.650951, 0.388599
13, 37, 0.639708, 0.427283
14, 47, 0.645593, 0.396897
15, 6, 0.642368, 0.373173
16, 24, 0.638611, 0.404788
17, 70, 0.639397, 0.398730
18, 71, 0.640579, 0.417222
19, 96, 0.650068, 0.414064
20, 29, 0.653190, 0.368071
21, 99, 0.636946, 0.378528
22, 18, 0.652062, 0.393243
23, 4, 0.642518, 0.378611
24, 31, 0.646263, 0.418061
25, 71, 0.663930, 0.419065
26, 0, 0.645933, 0.409708
27, 70, 0.651258, 0.430141
28, 94, 0.651056, 0.417781
29, 12, 0.648378, 0.424522
30, 25, 0.643330, 0.411250
31, 98, 0.661556, 0.386203
32, 18, 0.644586, 0.379572
33, 51, 0.643068, 0.402348
34, 60, 0.647077, 0.410337
35, 29, 0.645470, 0.441678
36, 23, 0.642884, 0.428205
37, 71, 0.660942, 0.423734
38, 79, 0.642868, 0.432798
39, 17, 0.648872, 0.463645
40, 21, 0.645010, 0.449795
41, 55, 0.654942, 0.408687
42, 8, 0.661915, 0.444079
43, 76, 0.657073, 0.438804
44, 58, 0.666817, 0.411184
45, 23, 0.664464, 0.471058
46, 95, 0.642926, 0.433994
47, 25, 0.661052, 0.446983
48, 95, 0.643214, 0.434598
49, 51, 0.654154, 0.414289
50, 78, 0.663205, 0.419969
