0, 72, 0.332015, 0.212685
1, 5, 0.678708, 0.339928
2, 99, 0.681797, 0.301174
3, 29, 0.677561, 0.346836
4, 43, 0.662046, 0.349729
5, 92, 0.673293, 0.398838
6, 48, 0.680091, 0.417153
7, 37, 0.687574, 0.455135
8, 28, 0.669821, 0.399867
9, 25, 0.694533, 0.464597
10, 16, 0.688285, 0.504817
11, 80, 0.689366, 0.455561
12, 19, 0.699201, 0.480303
13, 35, 0.698652, 0.506994
14, 55, 0.704446, 0.479669
15, 43, 0.698531, 0.448372
16, 38, 0.703727, 0.466412
17, 84, 0.711299, 0.447729
18, 17, 0.701842, 0.458235
19, 55, 0.706760, 0.499571
20, 51, 0.704657, 0.514377
21, 36, 0.707232, 0.478826
22, 35, 0.709988, 0.447181
23, 14, 0.712882, 0.445149
24, 39, 0.705935, 0.484578
25, 88, 0.707782, 0.502135
26, 87, 0.711058, 0.474101
27, 82, 0.711069, 0.454962
28, 75, 0.707324, 0.468469
29, 70, 0.714368, 0.462913
30, 78, 0.718126, 0.502501
31, 71, 0.716916, 0.476059
32, 53, 0.723297, 0.457891
33, 50, 0.710302, 0.469966
34, 80, 0.712267, 0.539144
35, 33, 0.710418, 0.494077
36, 25, 0.709626, 0.526811
37, 59, 0.709526, 0.458044
38, 49, 0.707767, 0.486787
39, 15, 0.715433, 0.460625
40, 36, 0.717053, 0.419772
41, 10, 0.715225, 0.472568
42, 86, 0.704319, 0.444610
43, 19, 0.713118, 0.479533
44, 48, 0.712269, 0.501099
45, 50, 0.708651, 0.466571
46, 86, 0.720309, 0.520190
47, 20, 0.703948, 0.479157
48, 80, 0.711269, 0.445565
49, 10, 0.707390, 0.520926
50, 68, 0.713845, 0.498413
