0, 3, 0.461738, 0.225232
1, 23, 0.722744, 0.360478
2, 25, 0.723955, 0.365059
3, 82, 0.715704, 0.398723
4, 65, 0.728576, 0.388608
5, 73, 0.725361, 0.415363
6, 20, 0.765791, 0.421188
7, 89, 0.735671, 0.434667
8, 99, 0.735090, 0.477416
9, 45, 0.747020, 0.496136
10, 9, 0.751641, 0.514700
11, 64, 0.737757, 0.481285
12, 29, 0.740183, 0.486681
13, 93, 0.738602, 0.485738
14, 33, 0.742108, 0.483680
15, 18, 0.750200, 0.486883
16, 61, 0.740711, 0.486009
17, 11, 0.739555, 0.436890
18, 9, 0.743772, 0.440666
19, 52, 0.739678, 0.489393
20, 79, 0.740640, 0.481358
21, 7, 0.741337, 0.549209
22, 48, 0.744670, 0.508652
23, 64, 0.741321, 0.511539
24, 1, 0.740642, 0.503906
25, 13, 0.738656, 0.509669
26, 54, 0.741135, 0.483669
27, 19, 0.736196, 0.458703
28, 32, 0.736123, 0.486375
29, 27, 0.733184, 0.450369
30, 18, 0.744616, 0.485162
31, 52, 0.733195, 0.441940
32, 3, 0.734559, 0.466119
33, 20, 0.732240, 0.422479
34, 93, 0.725768, 0.410118
35, 4, 0.735664, 0.404881
36, 80, 0.734783, 0.390019
37, 80, 0.711340, 0.358983
38, 84, 0.363052, 0.352867
39, 79, 0.360697, 0.352887
40, 42, 0.365449, 0.353005
41, 35, 0.362887, 0.353765
42, 57, 0.362843, 0.352773
43, 95, 0.361407, 0.352778
44, 91, 0.360464, 0.352647
45, 27, 0.360820, 0.352610
46, 54, 0.361169, 0.353227
47, 41, 0.360844, 0.353235
48, 29, 0.362605, 0.353122
49, 27, 0.358847, 0.354063
50, 42, 0.361378, 0.353126
