0, 98, 0.332824, 0.216804
1, 9, 0.664436, 0.306508
2, 0, 0.664436, 0.353891
3, 0, 0.664436, 0.387803
4, 0, 0.664436, 0.416616
5, 0, 0.664436, 0.423367
6, 0, 0.664436, 0.437518
7, 0, 0.664436, 0.422385
8, 0, 0.664436, 0.461162
9, 0, 0.664436, 0.410147
10, 80, 0.665746, 0.423066
11, 0, 0.665746, 0.467943
12, 0, 0.665746, 0.404826
13, 0, 0.665746, 0.432246
14, 0, 0.665746, 0.426453
15, 57, 0.670173, 0.454410
16, 85, 0.682382, 0.437796
17, 0, 0.682382, 0.383889
18, 47, 0.685643, 0.396916
19, 0, 0.685643, 0.426268
20, 0, 0.685643, 0.386317
21, 0, 0.685643, 0.402739
22, 0, 0.685643, 0.392535
23, 0, 0.685643, 0.427987
24, 0, 0.685643, 0.405313
25, 0, 0.685643, 0.400262
26, 0, 0.685643, 0.409342
27, 0, 0.685643, 0.369183
28, 0, 0.685643, 0.358949
29, 0, 0.685643, 0.352111
30, 0, 0.685643, 0.357468
31, 0, 0.685643, 0.339462
32, 0, 0.685643, 0.411100
33, 0, 0.685643, 0.404893
34, 0, 0.685643, 0.394263
35, 0, 0.685643, 0.399526
36, 0, 0.685643, 0.430489
37, 0, 0.685643, 0.381354
38, 0, 0.685643, 0.379057
39, 0, 0.685643, 0.410049
40, 0, 0.685643, 0.349270
41, 0, 0.685643, 0.351824
42, 0, 0.685643, 0.377666
43, 0, 0.685643, 0.410100
44, 0, 0.685643, 0.383202
45, 0, 0.685643, 0.367820
46, 0, 0.685643, 0.404056
47, 0, 0.685643, 0.355405
48, 0, 0.685643, 0.367767
49, 0, 0.685643, 0.359297
50, 0, 0.685643, 0.366331
