0, 44, 0.349547, 0.217562
1, 40, 0.682611, 0.337462
2, 40, 0.682611, 0.346176
3, 40, 0.682611, 0.360264
4, 40, 0.682611, 0.363776
5, 40, 0.682611, 0.378151
6, 40, 0.682611, 0.398305
7, 40, 0.682611, 0.416724
8, 40, 0.682611, 0.408814
9, 40, 0.682611, 0.388191
10, 40, 0.682611, 0.379233
11, 40, 0.682611, 0.326288
12, 40, 0.682611, 0.341016
13, 40, 0.682611, 0.350599
14, 40, 0.682611, 0.335315
15, 40, 0.682611, 0.331153
16, 40, 0.682611, 0.355616
17, 40, 0.682611, 0.373485
18, 40, 0.682611, 0.336755
19, 40, 0.682611, 0.324190
20, 40, 0.682611, 0.342253
21, 40, 0.682611, 0.341929
22, 40, 0.682611, 0.353935
23, 40, 0.682611, 0.391082
24, 40, 0.682611, 0.338285
25, 40, 0.682611, 0.299595
26, 40, 0.682611, 0.303406
27, 40, 0.682611, 0.323696
28, 40, 0.682611, 0.295638
29, 40, 0.682611, 0.292488
30, 40, 0.682611, 0.297456
31, 40, 0.682611, 0.300551
32, 40, 0.682611, 0.295767
33, 40, 0.682611, 0.302096
34, 40, 0.682611, 0.297385
35, 40, 0.682611, 0.285778
36, 40, 0.682611, 0.296870
37, 40, 0.682611, 0.296506
38, 40, 0.682611, 0.292814
39, 40, 0.682611, 0.301579
40, 40, 0.682611, 0.295814
41, 40, 0.682611, 0.290024
42, 40, 0.682611, 0.294552
43, 40, 0.682611, 0.307238
44, 40, 0.682611, 0.303661
45, 40, 0.682611, 0.288724
46, 40, 0.682611, 0.287000
47, 40, 0.682611, 0.302099
48, 40, 0.682611, 0.298152
49, 40, 0.682611, 0.299596
50, 40, 0.682611, 0.296572
